,daily_return
2020-01-02 00:00:00+00:00,0.0
2020-01-03 00:00:00+00:00,0.0
2020-01-04 00:00:00+00:00,0.0
2020-01-05 00:00:00+00:00,0.0
2020-01-06 00:00:00+00:00,0.0
2020-01-07 00:00:00+00:00,0.0
2020-01-08 00:00:00+00:00,0.0
2020-01-09 00:00:00+00:00,0.0
2020-01-10 00:00:00+00:00,0.0
2020-01-11 00:00:00+00:00,0.0
2020-01-12 00:00:00+00:00,0.0
2020-01-13 00:00:00+00:00,0.0
2020-01-14 00:00:00+00:00,0.0
2020-01-15 00:00:00+00:00,0.0
2020-01-16 00:00:00+00:00,0.0
2020-01-17 00:00:00+00:00,0.0
2020-01-18 00:00:00+00:00,0.0
2020-01-19 00:00:00+00:00,0.0
2020-01-20 00:00:00+00:00,0.0
2020-01-21 00:00:00+00:00,0.0
2020-01-22 00:00:00+00:00,0.0
2020-01-23 00:00:00+00:00,0.0
2020-01-24 00:00:00+00:00,0.0
2020-01-25 00:00:00+00:00,0.0
2020-01-26 00:00:00+00:00,0.0
2020-01-27 00:00:00+00:00,0.0
2020-01-28 00:00:00+00:00,0.0
2020-01-29 00:00:00+00:00,0.0
2020-01-30 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,-0.0014065161800091985
2020-02-01 00:00:00+00:00,0.0
2020-02-02 00:00:00+00:00,0.0
2020-02-03 00:00:00+00:00,-0.011096727053124922
2020-02-04 00:00:00+00:00,0.010879462599763912
2020-02-05 00:00:00+00:00,0.0027541507645840735
2020-02-06 00:00:00+00:00,0.003971986272062633
2020-02-07 00:00:00+00:00,-0.005429352019123201
2020-02-08 00:00:00+00:00,0.0
2020-02-09 00:00:00+00:00,0.0
2020-02-10 00:00:00+00:00,0.001608074809849036
2020-02-11 00:00:00+00:00,-0.002070241047063992
2020-02-12 00:00:00+00:00,0.00804411854894127
2020-02-13 00:00:00+00:00,-0.0024359777370300817
2020-02-14 00:00:00+00:00,8.42043522386593e-05
2020-02-15 00:00:00+00:00,0.0
2020-02-16 00:00:00+00:00,0.0
2020-02-17 00:00:00+00:00,0.0
2020-02-18 00:00:00+00:00,-0.006272696053482685
2020-02-19 00:00:00+00:00,0.00487190255554748
2020-02-20 00:00:00+00:00,-0.0034991949770527553
2020-02-21 00:00:00+00:00,-0.007657569918708251
2020-02-22 00:00:00+00:00,0.0
2020-02-23 00:00:00+00:00,0.0
2020-02-24 00:00:00+00:00,-0.014804252589567635
2020-02-25 00:00:00+00:00,0.0
2020-02-26 00:00:00+00:00,0.0
2020-02-27 00:00:00+00:00,0.0
2020-02-28 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-01 00:00:00+00:00,0.0
2020-03-02 00:00:00+00:00,-0.0009044494974561612
2020-03-03 00:00:00+00:00,0.006619680047800669
2020-03-04 00:00:00+00:00,-0.009295399144880201
2020-03-05 00:00:00+00:00,0.006861911943232268
2020-03-06 00:00:00+00:00,0.002698241875292995
2020-03-07 00:00:00+00:00,0.0
2020-03-08 00:00:00+00:00,0.0
2020-03-09 00:00:00+00:00,0.00825476168974748
2020-03-10 00:00:00+00:00,-0.005451155536288721
2020-03-11 00:00:00+00:00,0.0027539260007221067
2020-03-12 00:00:00+00:00,0.004456938955514245
2020-03-13 00:00:00+00:00,-0.005460271752948498
2020-03-14 00:00:00+00:00,0.0
2020-03-15 00:00:00+00:00,0.0
2020-03-16 00:00:00+00:00,0.006835202519758665
2020-03-17 00:00:00+00:00,-0.0023433440108687753
2020-03-18 00:00:00+00:00,0.0013635635444753103
2020-03-19 00:00:00+00:00,0.0004216898386883994
2020-03-20 00:00:00+00:00,0.0034072227381907183
2020-03-21 00:00:00+00:00,0.0
2020-03-22 00:00:00+00:00,0.0
2020-03-23 00:00:00+00:00,0.0010677053222598598
2020-03-24 00:00:00+00:00,-0.004921942327720696
2020-03-25 00:00:00+00:00,0.00029871009021786854
2020-03-26 00:00:00+00:00,-0.0028368984468778446
2020-03-27 00:00:00+00:00,0.0023517238783392624
2020-03-28 00:00:00+00:00,0.0
2020-03-29 00:00:00+00:00,0.0
2020-03-30 00:00:00+00:00,-0.0015465629207417342
2020-03-31 00:00:00+00:00,0.00011441170609360896
2020-04-01 00:00:00+00:00,0.0029391644817329254
2020-04-02 00:00:00+00:00,-0.0008774105119756515
2020-04-03 00:00:00+00:00,0.0007727993127792931
2020-04-04 00:00:00+00:00,0.0
2020-04-05 00:00:00+00:00,0.0
